NATIONAL UNIVERSITY OF IRELAND,IRLGALWAY01,53.430361,-8.326615
ECOLE SUPERIEURE DES ARTS SINT LUC OF LIEGE,Bæ LIEGE07,50.633974,5.60201
UNIVERSIDAD AUTONOMA DE MADRID,E MADRID04,40.54578,-3.69339
ECOLE D'ARCHITECTURE DE GRENOBLE,F GRENOBL16,44.430231,4.8338
"UNIVERSITY OF WALES NEWPORT",UK NEWP-GW01,35.604325,-91.282509
UNIVERSITE' LIBRE DE BRUXELLES,B BRUXEL04,50.848385,4.349685
UNIVERSIDAD DE VALPARAISO,CHL VALPARAI01,30.511665,-86.492961
UNIVERSITY OF NEW SOUTH WALES,AUS KENSING01,-33.917332,151.22876
UPPSALA UNIVERSITET,S UPPSALA01,59.858452,17.644051
QUEENSLAND UNIVERSITY OF TECHNOLOGY,AUS BRISBANE01,-27.34866,153.02359
KUNSTAKADEMIETS ARKITEKTSKOLE,DK KOBENHA06,55.6816,12.6037
ECOLE NATIONALE DE L'AVIATION CIVILE,F TOULOUS18,47.224293,6.954612
ECOLE POLYTECHNIQUE DE PALAISEAU,F PALAISE01,48.71693,2.21841
STAATLICHE AKADEMIE DER BILDENDEN KUNSTE STUTTGART,D STUTTGA04,48.769775,9.168555
ECOLE NATIONALE SUPERIUEURE DES ARTS DECORATIFS,F PARIS116,47.271004,5.991313
ETH - EIDGENOSSISCHE TECHNISCHE HOCHSCHULE ZURICH,CH ZURICH07,47.376362,8.54868
"CHALMERS UNIVERSITY OF TECHNOLOGY GOTEBORG",S GOTEBOR02,40.66259,-86.870506
TECHNISCHE UNIVERSITAT WIEN,A WIEN02,48.19891,16.370359
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY,AUS MELBOUR01,-37.760735,145.038376
ECOLE NATIONALE SUPERIEURE DËARCHITECTURE DE NORMANDIE,F ROUEN19,49.126305,-0.074555
UNIVERSIDAD ALFONSO X EL SABIO,E MADRID17,40.450649,-3.98302
GRIFFITH UNIVERSITY,,-27.543159,153.06636
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,CHL SANTIAG02,-37.020664,-87.946239
UNIVERSIDADE LUSIADA,P LISBOA12,41.17535,-8.58288
PARSONS THE NEW SCHOOL FOR DESIGN,USA NEWYORK02,43.053589,-76.124481
UNIVERSIDAD EUROPEA DE MADRID,E MADRID18,40.477655,-3.70351
ECOLE NATIONALE SUPERIEURE DE L'AERONATIQUE ET DE L'ESPACE,F TOULOUS16,47.224293,6.954612
TECHNISCHE UNIVERSITEIT EINDHOVEN,NL EINDHOV17,51.44783,5.48522
FRIEDRICH-SCHILLER-UNIVERSITAT JENA,Dæ JENA01,50.929951,11.5891
UNIVERSIDAD DE GRANADA,E GRANADA01,37.17832,-3.601634
TECHNISCHE UNIVERSITAT DRESDEN,D DRESDEN02,51.027081,13.72749
TSINGHUA UNIVERSITY,CHN BEIJING02,34.36997,-89.530204
POZNAN UNIVERSITY OF TECHNOLOGY,PL POZNAN02,52.409,16.9382
OULUN YLIOPISTO,SF OULU01,65.0103,25.473499
ECOLE CENTRALE DE LYON,F LYON11,45.759395,4.82898
RHEINISCH-WESTFALISCHE TECHNISCHE HOCHSCHULE AACHEN,D AACHEN01,50.761145,6.10129
TECHNISCHE UNIVERSITAT DARMSTADT,D DARMSTA01,49.87458,8.65564
UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,E LAS-PAL01,28.130225,-15.439709
ECOLE CENTRALE DE NANTES,F NANTES07,47.248032,-1.55059
CZECH TECHNICAL UNIVERSITY IN PRAGUE,CZ PRAHA10,50.079083,14.43323
LUNDS UNIVERSITET,S LUND01,55.705601,13.19537
UNIVERSIDAD DEL PAIS VASCO,E BILBAO01,43.331772,-2.97298
UNIVERSITY COLLEGE FOR THE CREATIVE ARTS,UK MAIDSTO02,54.77549,-1.57693
FACHHOCHSCHULE POTSDAM,D POTSDAM03,52.399355,13.047931
UNIVERSITY OF MICHIGAN,USA ANNARBOR01,42.320068,-83.230789
UNIVERSIDAD CARDENAL HERRERA - CEU,E VALENCI08,35.889167,-5.315735
"INSTITUTO DE ARTES VISUAIS DESIGN E MARKETING",P LISBOA46,38.706661,-9.15234
UNIVERSITE' LUMIERE (LYON 2),F LYON02,45.371441,-71.944862
KINGSTON UNIVERSITY,UK KINGSTO01,51.403259,-0.30742
UNIVERSITAT ROVIRA I VIRGILI,Eæ TARRAGO01,41.146641,1.11842
ISTITUTO SUPERIORE COREANO DI SCIENZA E TECNOLOGIA (KAIST),,13.166175,-3.41205
UNIVERSITA' CATTOLICA DI LOVANIO,B LEUVEN01,45.144451,9.98941
ECOLE SUPERIEURE D'ART ET DE DESIGN D'ORLEANS,F ORLEANS13,41.302028,-123.539344
CRANFIELD UNIVERSITY,UK CRANFIE01,52.067329,-0.63461
ECOLE NATIONALE SUPERIEURE DE L'INGEGNERIE DES CONSTRUCTIONS AERONATIQUES,F TOULOUS17,47.271004,5.991313
UNIVERSITEIT UTRECHT,NL UTRECHT01,52.084782,5.17526
ARKITEKTSKOLEN AARHUS,DK ARHUS04,56.152975,10.20488
UNIVERSITAT HANNOVER,D HANNOVE01,52.382141,9.71778
LONDON METROPOLITAN UNIVERSITY,UK LONDON142,51.51302,-0.07643
UNIVERSIDADE TECNICA DE LISBOA,P LISBOA04,38.71382,-9.193744
UNIVERSIDAD DE VALLADOLID,E VALLADO01,41.65218,-4.7384
ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE,F POITIER05,47.339657,5.934897
ECOLE DES INGENIEURS DE LA VILLE DE PARIS,F PARIS086,48.852615,2.36235
HOGESCHOOL VAN AMSTERDAM,NL AMSTERD05,52.358921,4.88831
HOCHSCHULE HANNOVER,D HANNOVE05,52.372278,9.738157
UNIVERSIDAD DE MALAGA,E MALAGA01,36.71832,-4.420159
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,MEX MONTERR01,25.698355,-100.292282
UNIVERSIDAD DE CHILE,CHL SANTIAG04,-33.464199,-70.610901
ECOLE NATIONALE SUPERIEURE DE CREATION INDUSTRIELLE - LES ATELIERS,F PARIS174,47.236996,5.878084
HOCHSCHULE ANHALT (FH) (ANHALT UNIVERSITY OF APPLIED SCIENCES),D KOTHEN01,29.79605,-98.474808
UNIVERSITAT POMPEU FABRA,E BARCELO15,-19.16779,-44.838259
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE LYON,F LYON25,45.756529,4.83531
DREXEL UNIVERSITY,USA PHILAD01,39.954521,-75.188637
UNIVERSITY OF MIAMI,USA CORAL01,25.704781,-80.292839
MCGILL UNIVERSITY,CAN MONTREA02,45.503651,-73.574806
MINES PARISTECH,F PARIS081,40.212502,-92.813301
UNIVERSIDAD DE OVIEDO,E OVIEDO01,43.367882,-5.84188
HOGSKOLAN PA GOTLAND,Sæ VISBY01,57.638421,18.300034
BEUTH HOCHSCHULE FUR TECHNIK BERLIN,D BERLIN04,52.49889,13.389855
UNIVERSITY OF MARYLAND,USA COLLEGEP01,39.288311,-76.625107
UNIVERSITA' TA MALTA,MT MALTA01,35.934052,14.380005
UNIVERSITY OF CALIFORNIA,USA OAKLAND01,37.86972,-122.257782
"FASHION INSTITUTE OF TECHNOLOGY STATE UNIVERSITY OF NEW YORK",USA NEWYORK01,40.746342,-73.994781
UNIVERSIDADE DE AVEIRO,P AVEIRO01,40.631828,-8.6577
UNIVERSITEIT VAN AMSTERDAM,NL AMSTERD01,52.368759,4.89011
UNIVERSIDAD DE ZARAGOZA,E ZARAGOZ01,41.64188,-0.89666
UNIVERSIDADE DA CORUNA,E LA-CORU01,43.370155,-8.396744
TECHNISCHE UNIVERSITAT GRAZ,A GRAZ02,47.068565,15.44318
UNIVERSIDADE FEDERAL DE SANTA CATARINA,BRA FLORIAN03,-27.590731,-48.54673
ECOLE NATIONALE SUPERIEURE DES MINES DE ST-ETIENNE,F ST-ETIE06,47.28054,5.972758
UNIVERSIDAD SAN PABLO CEU,E MADRID21,35.889167,-5.315735
TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,ISR HAIFA01,31.46494,35.104321
"UNIVERSIDAD TECNICA ""FEDERICO SANTA MARIA""",CHL VALPARAI02,34.95313,-120.434994
ECOLE NATIONALE DES PONTS ET CHAUSSEES,F PARIS085,42.182465,-111.078487
VYSOKA SKOLA BANSKA - TECHNICKA UNIVERZITA OSTRAVA,CZ OSTRAVA01,49.859138,18.307287
GROUPE ESC NORMANDIE (LE HAVRE & CAEN),F LE-HAVR04,50.129925,4.849905
FACHHOCHSCHULE SALZBURG,A SALZBUR08,47.800673,13.043377
FACHHOCHSCHULE DORTMUND,D DORTMUN02,51.516615,7.458295
UNIVERSITEIT WAGENINGEN,NL WAGENIN01,51.966855,5.66229
UNIVERSIDAD FEDERAL DA BAHIA,BRA SALVADOR01,-14.526705,-37.734039
UNIVERSITY OF SOUTHAMPTON,UK SOUTHAM01,50.934349,-1.39637
POLITECHNICKA WARSZAWSKA,PL WARSZAW02,52.220278,21.010556
RUPRECHT KARLS UNIVERSITAT HEIDELBERG,D HEIDELB01,49.409901,8.70774
PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO,BRA RIODEJAN01,-22.979231,-43.231312
RIGAS TEHNISKA UNIVERSITATE,LV RIGA02,57.31867,24.43255
UNIVERSIDAD DE BUENOS AIRES,ARG BUENOSAI04,-34.565359,-58.469685
CAPE PENINSULA UNIVERSITY OF TECHNOLOGY,ZAF CAPE-T01,-34.265305,18.427615
UNIVERSITA' TECNICA DI BUDAPEST,HU BUDAPES02,47.506225,19.06482
"SRISHTI SCHOOL OF ART DESIGN AND TECHNOLOGY",IND BANGALOR01,12.59589,80.172012
UNIVERSIDAD CENTRAL DE ECUADOR,ECU QUITO01,40.454823,-3.677516
ARTESIS HOGESCHOOL ANTWERPEN,B ANTWERP57,51.222085,4.39771
UNIVERSITY OF HOUSTON,USA HOUSTON01,29.72143,-95.34185
VYSOKA SKOLA UMELECKOPRUMYSLOVè V PRAZE,CZ PRAHA05,50.1705,-5.3093
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE PARIS LA VILLETTE,F PARIS126,48.852615,2.36235
ECOLE SUPERIEURE D'ELECTRICITE,F GIF-YVE02,35.710247,-101.416707
TECHNISCHE UNIVERSITAT HAMBURG-HARBURG,D HAMBURG03,53.460816,9.979333
UNIVERSITY OF MINNESOTA,USA MINNEAPO01,44.984982,-93.180527
TOKYO INSTITUTE OF TECHNOLOGY,JPN MEGURO01,35.670479,139.740921
UNIVERSIDAD DE NAVARRA,E PAMPLON01,42.801949,-1.66145
UNIVERSIDADE LUSOFONA DE HUMANIDADES E TECNOLOGIAS,P LISBOA52,41.143162,-8.60809
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE,F TOULOUS14,43.604336,1.43027
UNIVERSITY OF THE WEST OF ENGLAND BRISTOL,UK BRISTOL02,51.501099,-2.54581
ECOLE D'ARCHITECTURE DE PARIS BELLEVILLE,F PARIS190,48.87031,2.386
UNIVERSIDAD CARLOS III DE MADRID,E MADRID14,40.31591,-3.72714
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES,F RENNES10,48.10379,-1.67567
IT UNIVERSITETET I KøBENHAVN,DK KOBENHA52,55.67631,12.569355
UNIVERSITAT FUR ANGEWANDTE KUNST,A WIEN07,56.821384,9.016175
ECOLE SUPERIEURE DE COMMERCE DE REIMS,F REIMS06,49.252741,4.047985
ECOLE NATIONALE SUPERIEURE DES BEAUX-ARTS DE LYON,F LYON58,45.756529,4.83531
UNIVERSITY OF TWENTE,NL ENSCHED01,52.40494,6.605515
LULEA TEKNISKA UNIVERSITET,S LULEA01,65.617706,22.137991
VIA UNIVERSITY COLLEGE,DK RISSKOV06,56.44066,-3.658779
TECHNOLOGICO EKPEDEFTIKO IDRIMA - ATHINAS,G ATHINE34,37.967936,23.73149
LAPIN YLIOPISTO,SF ROVANIE01,67.835106,25.283265
TRINITY COLLEGE DUBLIN,IRLDUBLIN01,53.344269,-6.25676
LINKOPINGS UNIVERSITET OCH TEKNISKA HOGSKOLA,S LINKOPI01,58.590172,16.17557
BAUHAUS UNIVERSITAT WEIMAR,D WEIMAR01,50.974789,11.32969
UNIVERSIDADE DE COIMBRA,P COIMBRA01,40.210812,-8.416345
ECOLE D'ARCHITECTURE DE TOULOUSE,F TOULOUS24,43.697541,0.85463
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON - INSA,F LYON12,45.756529,4.83531
STRATE COLLEGE DESIGNERS,F ISSY-MO02,40.808266,-77.816669
INSTITUT SUPERIEUR DE TECHNOLOGIE ET MANAGEMENT,F NOISY04,51.611897,11.885284
UNIVERSIDADE ANHEMBI MORUMBI,BRA SAOPAUL03,-24.938708,-53.397383
KEIO UNIVERSITY,JPN MINATO01,35.648911,139.742096
SIMON FRASER UNIVERSITY,CAN BURNABY01,49.27742,-122.919739
KOBENHAVNS ERHVERVSAKADEMI,DK KOBENHA58,55.778622,12.533464
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NANTES,F NANTES13,47.23147,-1.56406
OREBRO UNIVERSITET,S OREBRO01,59.25444,15.2455
UNIVERSITE' DU QUEBEC A MONTREAL (UQAM),CAN MONTREA04,45.513821,-73.560371
ESCUELA SUPERIOR DE DISEGNO DE LA REGION DE MURCIA,E MURCIA41,38.064211,-1.51594
UNIVERSITA' DI SANTIAGO DEL CILE,,-33.463041,-70.647938
SOUTHERN POLYTECHNIC STATE UNIVERSITY,USA MARIETTA01,33.953289,-84.549049
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE SAINT-ETIENNE,F ST-ETIE08,47.28054,5.972758
DESIGNSKOLEN KOLDING,DK KOLDING07,55.486405,9.473455
UNIVERSIDAD PONTIFICIA COMILLAS,E MADRID02,40.43005,-3.71042
UNIVERSIDADE NOVA DE LISBOA,P LISBOA03,38.73378,-9.16004
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE DE LILLE,F LILLE25,50.634306,3.068165
HAME POLYTECHNIC UNIVERSITY OF APPLIED SCIENCES,SF HAMEENL09,40.69429,-73.985672
UNIVERSITAT INTERNACIONAL DE CATALUNYA,E BARCELO24,41.69216,1.741605
RIJKSUNIVERSITEIT GRONINGEN,NL GRONING01,53.219109,6.56334
UNIVERSITY OF CONNECTICUT,USA STORRS01,41.807919,-72.250793
UNIVERSITAT DER KUNSTE BERLIN,D BERLIN03,52.509109,13.32633
UNIVERSIDADE CATOLICA DE CAMPINAS,BRA CAMPINAS02,-22.909049,-47.064594
HOCHSCHULE F R ANGEWANDTE WISSENSCHAFTEN FH INGOLSTADT,D INGOLST01,48.753639,11.379525
SWINBURNE UNIVERSITY OF TECHNOLOGY,,-37.851871,144.992065
UNIVERSIDAD CATOLICA SAN ANTONIO DE MURCIA,E MURCIA05,18.40757,-66.046181
ECOLE SUPERIEURE DES ARTS APPLIQUEES ET DU TEXTILE ROUBAIX,F ROUBAIX09,50.68725,3.18247
LOUGHBOROUGH UNIVERSITY,UK LOUGHBO01,52.769199,-1.22462
AALBORG UNIVERSITET,DK ALBORG01,57.01556,9.98693
UNIVERSIDADE MACKENZIE,BRA SAOPAUL05,-14.87207,-40.816811
HELSINKI UNIVERSITY OF TECHNOLOGY,SF ESPOO01,60.171162,24.932581
UMEA UNIVERSITET,S UMEA01,63.825249,20.26078
UNIVERSIDAD DE SALAMANCA,E SALAMAN02,40.961441,-5.66743
VISOKE UCENI TECHNICKE V BRNE,CZ BRNO01,49.201542,16.603614
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE DE BORDEAUX,F BORDEAU16,44.863846,-0.58568
ECOLE NATIONALE SUPERIEURE D'ARTS APPLIQUES E DES METIERS D'ART-OLIVIER DE SERRES,F PARIS323,48.8667,2.3333
BIRMINGHAM CITY UNIVERSITY,UK BIRMING03,52.516762,-1.8975
YRKESHOGSKOLAN SYDVAST,SF VAASA13,63.105278,21.595833
UNIVERSIDAD DE ALCALA',E ALCAL-H01,40.418739,-3.696787
UNIVERSIDAD NACIONAL DE INGENIERIA,NIC MANA01,-34.909801,-57.925289
ECOLE D'ARCHITECTURE DE BRETAGNE,F RENNES16,49.31994,-1.354434
ECOLE SUPERIEURE D'ARTS GRAPHIQUES ET D'ARCHITECTURE INTERIEURE,F PARIS226,47.183868,6.96267
ECOLE NATIONALE SUPERIEURE DE L'ELECTRONIQUE ET DE SES APPLICATIONS,F CERGY01,47.224293,6.954612
UNIVERSIDAD DE LA LAGUNA,E TENERIF01,38.988428,-1.282731
UNIVERSITY OF BRADFORD,UK BRADFOR01,53.79084,-1.76343
GLASGOW SCHOOL OF ART,UK GLASGOW03,55.866199,-4.26366
INSTITUT SUPERIEUR D'ARCHITECTURE DE LA COMMUNAUTE FRANCAISE - LA CAMBRE,B BRUXEL56,50.81513,4.38158
VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY DI BLACKSBURG,USA BLACKSB01,37.229408,-80.413841
INSTITUT SUPERIEUR DE MECANIQUE DE PARIS,F ST-OUEN02,48.852615,2.36235
KOBENHAVNS ERHVERVSAKADEMI,DK KOBENHA58,0,0
UNIVERSIDADE DE LISBOA,P LISBOA02,38.752941,-9.15747
POLITECHNIKA KRAKOWSKA,PL KRAKOW03,50.071667,19.944167
NATIONAL INSTITUTE OF DESIGN,IND AHMEDAB01,23.01079,72.57135
UNIVERSIDAD PONTIFICIA DE SALAMANCA,E SALAMAN01,40.96347,-5.66631
UNIVERSIDAD CAMILO JOSE' CELA,E MADRID33,42.979028,-8.169453
ECOLE SUPERIEURE D'ART ET DESIGN DE SAINT-ETIENNE,F ST-ETIE16,47.28054,5.972758
ECOLE DES BEAUX-ARTS DE BORDEAUX,F BORDEAU36,44.830502,-0.56055
BURG GIEBICHENSTEIN KUNSTHOCHSCHULE HALLE,D HALLE03,36.711021,-93.70724
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NANCY,F NANCY38,48.688101,6.17159
UNIVERSITAT FUR BODENKULTUR WIEN,A WIEN03,48.202548,16.368805
GEORGIA INSTITUTE OF TECHNOLOGY,USA ATLANTA01,33.772701,-84.394157
VRIJE UNIVERSITEIT,NL AMSTERD02,34.36997,-89.530204
LAHDEN AMMATTIKORKEAKOULU,SF LAHTI11,60.98299,25.657391
UNIVERSITY OF FLORIDA,USA GAINSV01,29.647449,-82.339394
UNIVERSITAT DE BARCELONA,E BARCELO01,41.38607,2.16346
UNIVERSITAT AUTONOMA DE BARCELONA,E BARCELO02,41.504269,2.10265
UNIVERSITY OF WARWICK,UK COVENTR01,52.383789,-1.5629
UNIVERSIDAD DE LOS ANDES,COL BOGOTA03,-32.834314,-70.598339
UNIVERSIDAD COMPLUTENSE DE MADRID,E MADRID03,40.437099,-3.72398
FACHHOCHSCHULE KOLN,D KOLN04,50.95804,6.96149
ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES,F PARIS080,47.183868,6.96267
MIKKELIN AMMATTIKORKEAKOULU,SF MIKKELI06,61.686741,27.271259
KYMENLAAKSON AMMATTIKORKEAKOULU,SF KOTKA06,60.466667,26.945833
BERN UNIVERSITY OF APPLIED SCIENCES,CH BERN11,46.948429,7.44046
UNIVERSITAT DE GIRONA,E GIRONA02,41.963996,2.831858
BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,RUS MOSCOW01,34.36997,-89.530204
TALLINNA TEHNIKAULIKOOL,EE TALLINN04,59.43647,24.7526
UNIVERSITAT KARLSRUHE,D KARLSRU01,49.009319,8.41166
UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,F COMPIEG01,49.407824,2.82195
UNIVERSITE PIERRE MENDES FRANCE,F GRENOBL02,47.2523,-2.25803
JIANGNAN UNIVERSITY,CHN WUXI01,34.36997,-89.530204
UNIVERSITE DE MONS (UMONS),B MONS21,33.922108,-116.743954
ECOLE SUPERIEURE DES ARTS APPLIQUES DUPERRE,F PARIS026,47.271004,5.991313
ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE VERSAILLES,F VERSAIL05,39.885515,-90.655969
INSTITUT NATIONAL POLYTECHNIQUE DE GRENOBLE,F GRENOBL22,44.430231,4.8338
TECHNISCHE UNIVERSITAT CAROLO-WILHELMINA,D BRAUNSC01,49.87458,8.65564
ASSOCIACAO DE ENSINO DE ARQUITETURA E URBANISMO DE SAO PAULO,BRA SAOPAUL01,-23.562819,-46.654704
UNIVERSITA' STATALE DI TOMSK,RUS TOMSK02,56.532139,84.954754
CARDIFF UNIVERSITY,UK CARDIFF01,51.4874,-3.1803
KONSTFACK STOCKHOLM,S STOCKHO09,59.33228,18.06284
HOCHSCHULE KONSTANZ,D KONSTAN02,47.663855,9.17758
ECOLE SUPERIEURE D'ART ET DE DESIGN DE REIMS,Fæ REIMS23,49.252741,4.047985
NATIONAL UNIVERSITY OF SINGAPORE,SGP SINGAPOR02,1.29321,104.013359
RHODE ISLAND SCHOOL OF DESIGN,USA PROVIDEN01,41.826012,-71.407654
